NAME,ID,MATCH
Miccosukee Tribe of Indians of Florida alone,1919,
Miccosukee Tribe of Indians of Florida alone or in any combination,3121,
Micmac alone,1920,
Micmac alone or in any combination,3122,
Micronesian alone,3894,
Micronesian alone or in any combination,3936,
Middle Eastern or North African alone,1071,
Middle Eastern or North African alone or in any combination,1182,
Middletown Rancheria of Pomo Indians alone,1921,
Middletown Rancheria of Pomo Indians alone or in any combination,3123,
Mien alone,3801,
Mien alone or in any combination,3858,
Millbrook First Nation alone,2353,
Millbrook First Nation alone or in any combination,3555,
Mille Lacs Band alone,1922,
Mille Lacs Band alone or in any combination,3124,
Minnesota Chippewa alone,1923,
Minnesota Chippewa alone or in any combination,3125,
Miskito alone,2464,
Miskito alone or in any combination,3666,
Mission Indians alone,1924,
Mission Indians alone or in any combination,3126,
Mississaugas of the Credit alone,2354,
Mississaugas of the Credit alone or in any combination,3556,
Mississippi Band of Choctaw Indians alone,1925,
Mississippi Band of Choctaw Indians alone or in any combination,3127,
Miwok/Me-Wuk alone,1926,
Miwok/Me-Wuk alone or in any combination,3128,
Mixe alone,2495,
Mixe alone or in any combination,3697,
Mixed alone,3974,
Mixed alone or in any combination,4000,
Mixtec alone,2496,
Mixtec alone or in any combination,3698,
Mizo alone,3813,
Mizo alone or in any combination,3870,
"Moapa Band of Paiute Indians of the Moapa River Indian Reservation, Nevada alone",1927,
"Moapa Band of Paiute Indians of the Moapa River Indian Reservation, Nevada alone or in any combination",3129,
Modoc alone,1928,
Modoc alone or in any combination,3130,
Mohawk alone,1930,
Mohawk alone or in any combination,3132,
Mohawk Canadian alone,2355,
Mohawk Canadian alone or in any combination,3557,
Mohawk Kahnawake alone,2356,
Mohawk Kahnawake alone or in any combination,3558,
Mohawks of Kanesatake alone,2357,
Mohawks of Kanesatake alone or in any combination,3559,
Mohawks of the Bay of Quinte alone,2358,
Mohawks of the Bay of Quinte alone or in any combination,3560,
Mohegan Tribe of Indians of Connecticut alone,1931,
Mohegan Tribe of Indians of Connecticut alone or in any combination,3133,
Mohican Canadian alone,2359,
Mohican Canadian alone or in any combination,3561,
Molalla alone,1932,
Molalla alone or in any combination,3134,
Moldovan alone,1046,
Moldovan alone or in any combination,1157,
Monacan Indian Nation alone,1933,
Monacan Indian Nation alone or in any combination,3135,
Monegasque alone,1047,
Monegasque alone or in any combination,1158,
Mongolian alone,3769,
Mongolian alone or in any combination,3826,
Mono alone,1934,
Mono alone or in any combination,3136,
Montauk alone,1935,
Montauk alone or in any combination,3137,
Montenegrin alone,1048,
Montenegrin alone or in any combination,1159,
Montserratian alone,1280,
Montserratian alone or in any combination,1348,
Moor Indian alone,1936,
Moor Indian alone or in any combination,3138,
Mooretown Rancheria of Maidu Indians alone,1937,
Mooretown Rancheria of Maidu Indians alone or in any combination,3139,
Moroccan alone,1088,
Moroccan alone or in any combination,1199,
"Morongo Band of Mission Indians, California alone",1938,
"Morongo Band of Mission Indians, California alone or in any combination",3140,
Motswana alone,1249,
Motswana alone or in any combination,1317,
Mountain Maidu alone,1939,
Mountain Maidu alone or in any combination,3141,
MOWA Band of Choctaw Indians alone,1940,
MOWA Band of Choctaw Indians alone or in any combination,3142,
Mozambican alone,1250,
Mozambican alone or in any combination,1318,
Muckleshoot Indian Tribe alone,1941,
Muckleshoot Indian Tribe alone or in any combination,3143,
Multiracial alone,3975,
Multiracial alone or in any combination,4001,
Multiracial/Multiethnic responses alone,3972,
Multiracial/Multiethnic responses alone or in any combination,3998,
Munsee alone,1942,
Munsee alone or in any combination,3144,
Musqueam Band alone,2360,
Musqueam Band alone or in any combination,3562,
N'Quatqua (Anderson Lake) alone,2361,
N'Quatqua (Anderson Lake) alone or in any combination,3563,
Nahua alone,2465,
Nahua alone or in any combination,3667,
Nahuatl alone,2497,
Nahuatl alone or in any combination,3699,
Naknek Native Village alone,1451,
Naknek Native Village alone or in any combination,2653,
Namgis First Nation (Nimpkish) alone,2362,
Namgis First Nation (Nimpkish) alone or in any combination,3564,
Namibian alone,1251,
Namibian alone or in any combination,1319,
Nana Inupiat alone,1452,
Nana Inupiat alone or in any combination,2654,
Nanaimo (Snuneymuxw) alone,2363,
Nanaimo (Snuneymuxw) alone or in any combination,3565,
Nanoose First Nation alone,2364,
Nanoose First Nation alone or in any combination,3566,
Nansemond Indian Nation alone,1944,
Nansemond Indian Nation alone or in any combination,3146,
Nanticoke alone,1945,
Nanticoke alone or in any combination,3147,
Nanticoke Lenni-Lenape alone,1946,
Nanticoke Lenni-Lenape alone or in any combination,3148,
Narragansett Indian Tribe alone,1947,
Narragansett Indian Tribe alone or in any combination,3149,
Naskapi alone,2365,
Naskapi alone or in any combination,3567,
Natchitoches Tribe of Louisiana alone,1948,
Natchitoches Tribe of Louisiana alone or in any combination,3150,
Nation Huronne Wendat alone,2366,
Nation Huronne Wendat alone or in any combination,3568,
Native Hawaiian alone,3883,
Native Hawaiian alone or in any combination,3925,
Native Village of Afognak alone,1453,
Native Village of Afognak alone or in any combination,2655,
Native Village of Akhiok alone,1454,
Native Village of Akhiok alone or in any combination,2656,
Native Village of Akutan alone,1455,
Native Village of Akutan alone or in any combination,2657,
Native Village of Aleknagik alone,1456,
Native Village of Aleknagik alone or in any combination,2658,
Native Village of Ambler alone,1457,
Native Village of Ambler alone or in any combination,2659,
Native Village of Atka alone,1458,
Native Village of Atka alone or in any combination,2660,
Native Village of Barrow Inupiat Traditional Government alone,1459,
Native Village of Barrow Inupiat Traditional Government alone or in any combination,2661,
Native Village of Belkofski alone,1460,
Native Village of Belkofski alone or in any combination,2662,
Native Village of Brevig Mission alone,1461,
Native Village of Brevig Mission alone or in any combination,2663,
Native Village of Buckland alone,1462,
Native Village of Buckland alone or in any combination,2664,
Native Village of Cantwell alone,1463,
Native Village of Cantwell alone or in any combination,2665,
Native Village of Chanega (Chenega) alone,1464,
Native Village of Chanega (Chenega) alone or in any combination,2666,
Native Village of Chignik Lagoon alone,1465,
Native Village of Chignik Lagoon alone or in any combination,2667,
Native Village of Chitina alone,1466,
Native Village of Chitina alone or in any combination,2668,
Native Village of Chuathbaluk alone,1467,
Native Village of Chuathbaluk alone or in any combination,2669,
Native Village of Council alone,1468,
Native Village of Council alone or in any combination,2670,
Native Village of Deering alone,1469,
Native Village of Deering alone or in any combination,2671,
Native Village of Diomede (Inalik) alone,1470,
Native Village of Diomede (Inalik) alone or in any combination,2672,
Native Village of Eagle alone,1471,
Native Village of Eagle alone or in any combination,2673,
Native Village of Eek alone,1472,
Native Village of Eek alone or in any combination,2674,
Native Village of Ekuk alone,1473,
Native Village of Ekuk alone or in any combination,2675,
Native Village of Ekwok alone,1474,
Native Village of Ekwok alone or in any combination,2676,
Native Village of Elim alone,1475,
Native Village of Elim alone or in any combination,2677,
Native Village of Eyak (Cordova) alone,1476,
Native Village of Eyak (Cordova) alone or in any combination,2678,
Native Village of False Pass alone,1477,
Native Village of False Pass alone or in any combination,2679,
Native Village of Fort Yukon alone,1478,
Native Village of Fort Yukon alone or in any combination,2680,
Native Village of Gakona alone,1479,
Native Village of Gakona alone or in any combination,2681,
Native Village of Gambell alone,1480,
Native Village of Gambell alone or in any combination,2682,
Native Village of Georgetown alone,1481,
Native Village of Georgetown alone or in any combination,2683,
Native Village of Goodnews Bay alone,1482,
Native Village of Goodnews Bay alone or in any combination,2684,
Native Village of Hamilton alone,1483,
Native Village of Hamilton alone or in any combination,2685,
Native Village of Hooper Bay (Naparyarmiut) alone,1484,
Native Village of Hooper Bay (Naparyarmiut) alone or in any combination,2686,
Native Village of Kanatak alone,1485,
Native Village of Kanatak alone or in any combination,2687,
Native Village of Karluk alone,1486,
Native Village of Karluk alone or in any combination,2688,
Native Village of Kiana alone,1487,
Native Village of Kiana alone or in any combination,2689,
Native Village of Kipnuk alone,1488,
Native Village of Kipnuk alone or in any combination,2690,
Native Village of Kivalina alone,1489,
Native Village of Kivalina alone or in any combination,2691,
Native Village of Kluti Kaah (Copper Center) alone,1490,
Native Village of Kluti Kaah (Copper Center) alone or in any combination,2692,
Native Village of Kobuk alone,1491,
Native Village of Kobuk alone or in any combination,2693,
Native Village of Kongiganak alone,1492,
Native Village of Kongiganak alone or in any combination,2694,
Native Village of Kotzebue alone,1493,
Native Village of Kotzebue alone or in any combination,2695,
Native Village of Koyuk alone,1494,
Native Village of Koyuk alone or in any combination,2696,
Native Village of Kwigillingok alone,1495,
Native Village of Kwigillingok alone or in any combination,2697,
Native Village of Kwinhagak (Quinhagak) alone,1496,
Native Village of Kwinhagak (Quinhagak) alone or in any combination,2698,
Native Village of Larsen Bay alone,1497,
Native Village of Larsen Bay alone or in any combination,2699,
Native Village of Marshall (Fortuna Ledge) alone,1498,
Native Village of Marshall (Fortuna Ledge) alone or in any combination,2700,
Native Village of Mary's Igloo alone,1499,
Native Village of Mary's Igloo alone or in any combination,2701,
Native Village of Mekoryuk alone,1500,
Native Village of Mekoryuk alone or in any combination,2702,
Native Village of Minto alone,1501,
Native Village of Minto alone or in any combination,2703,
Native Village of Nanwalek (English Bay) alone,1502,
Native Village of Nanwalek (English Bay) alone or in any combination,2704,
Native Village of Napaimute alone,1503,
Native Village of Napaimute alone or in any combination,2705,
Native Village of Napakiak alone,1504,
Native Village of Napakiak alone or in any combination,2706,
Native Village of Napaskiak alone,1505,
Native Village of Napaskiak alone or in any combination,2707,
Native Village of Nelson Lagoon alone,1506,
Native Village of Nelson Lagoon alone or in any combination,2708,
Native Village of Nightmute alone,1507,
Native Village of Nightmute alone or in any combination,2709,
Native Village of Nikolski alone,1508,
Native Village of Nikolski alone or in any combination,2710,
Native Village of Noatak alone,1509,
Native Village of Noatak alone or in any combination,2711,
Native Village of Nuiqsut (aka Nooiksut) alone,1510,
Native Village of Nuiqsut (aka Nooiksut) alone or in any combination,2712,
Native Village of Nunam Iqua alone,1511,
Native Village of Nunam Iqua alone or in any combination,2713,
Native Village of Nunapitchuk alone,1512,
Native Village of Nunapitchuk alone or in any combination,2714,
Native Village of Ouzinkie alone,1513,
Native Village of Ouzinkie alone or in any combination,2715,
Native Village of Paimiut alone,1514,
Native Village of Paimiut alone or in any combination,2716,
Native Village of Perryville alone,1515,
Native Village of Perryville alone or in any combination,2717,
Native Village of Pilot Point alone,1516,
Native Village of Pilot Point alone or in any combination,2718,
Native Village of Point Hope alone,1517,
Native Village of Point Hope alone or in any combination,2719,
Native Village of Point Lay alone,1518,
Native Village of Point Lay alone or in any combination,2720,
Native Village of Port Graham alone,1519,
Native Village of Port Graham alone or in any combination,2721,
Native Village of Port Heiden alone,1520,
Native Village of Port Heiden alone or in any combination,2722,
Native Village of Port Lions alone,1521,
Native Village of Port Lions alone or in any combination,2723,
Native Village of Ruby alone,1522,
Native Village of Ruby alone or in any combination,2724,
Native Village of Saint Michael alone,1523,
Native Village of Saint Michael alone or in any combination,2725,
Native Village of Savoonga alone,1524,
Native Village of Savoonga alone or in any combination,2726,
Native Village of Scammon Bay alone,1525,
Native Village of Scammon Bay alone or in any combination,2727,
Native Village of Selawik alone,1526,
Native Village of Selawik alone or in any combination,2728,
Native Village of Shaktoolik alone,1527,
Native Village of Shaktoolik alone or in any combination,2729,
Native Village of Shishmaref alone,1528,
Native Village of Shishmaref alone or in any combination,2730,
Native Village of Shungnak alone,1529,
Native Village of Shungnak alone or in any combination,2731,
Native Village of Stevens alone,1530,
Native Village of Stevens alone or in any combination,2732,
Native Village of Tanacross alone,1531,
Native Village of Tanacross alone or in any combination,2733,
Native Village of Tanana alone,1532,
Native Village of Tanana alone or in any combination,2734,
Native Village of Tatitlek alone,1533,
Native Village of Tatitlek alone or in any combination,2735,
Native Village of Tazlina alone,1534,
Native Village of Tazlina alone or in any combination,2736,
Native Village of Teller alone,1535,
Native Village of Teller alone or in any combination,2737,
Native Village of Tetlin alone,1536,
Native Village of Tetlin alone or in any combination,2738,
Native Village of Tuntutuliak alone,1537,
Native Village of Tuntutuliak alone or in any combination,2739,
Native Village of Tununak alone,1538,
Native Village of Tununak alone or in any combination,2740,
Native Village of Tyonek alone,1539,
Native Village of Tyonek alone or in any combination,2741,
Native Village of Unalakleet alone,1540,
Native Village of Unalakleet alone or in any combination,2742,
Native Village of Unga alone,1541,
Native Village of Unga alone or in any combination,2743,
Native Village of Wales alone,1542,
Native Village of Wales alone or in any combination,2744,
Native Village of White Mountain alone,1543,
Native Village of White Mountain alone or in any combination,2745,
Nauruan alone,3902,
Nauruan alone or in any combination,3944,
Nausu Waiwash alone,1949,
Nausu Waiwash alone or in any combination,3151,
Navajo Nation alone,1950,
Navajo Nation alone or in any combination,3152,
Nenana Native Association alone,1544,
Nenana Native Association alone or in any combination,2746,
Nepalese alone,3786,
Nepalese alone or in any combination,3843,
New Caledonian alone,3915,
New Caledonian alone or in any combination,3957,
"New Jersey Sand Hill Band of Indians, Inc alone",1951,
"New Jersey Sand Hill Band of Indians, Inc alone or in any combination",3153,
New Koliganek Village Council alone,1545,
New Koliganek Village Council alone or in any combination,2747,
New Stuyahok Village alone,1546,
New Stuyahok Village alone or in any combination,2748,
New Zealander alone,1107,
New Zealander alone or in any combination,1218,
Newhalen Village alone,1547,
Newhalen Village alone or in any combination,2749,
Newtok Village alone,1548,
Newtok Village alone or in any combination,2750,
Nez Perce Tribe alone,1952,
Nez Perce Tribe alone or in any combination,3154,
Ni-Vanuatu alone,3914,
Ni-Vanuatu alone or in any combination,3956,
Nicaraguan Indian alone,2466,
Nicaraguan Indian alone or in any combination,3668,
Nigerian (Nigeria) alone,1252,
Nigerian (Nigeria) alone or in any combination,1320,
Nigerien (Niger) alone,1253,
Nigerien (Niger) alone or in any combination,1321,
Nikolai Village alone,1549,
Nikolai Village alone or in any combination,2751,
Ninilchik Village alone,1550,
Ninilchik Village alone or in any combination,2752,
Nipissing First Nation alone,2367,
Nipissing First Nation alone or in any combination,3569,
Nipmuc alone,1953,
Nipmuc alone or in any combination,3155,
Nisenen (Nishinam) alone,1954,
Nisenen (Nishinam) alone or in any combination,3156,
Nisga'a Nation alone,2368,
Nisga'a Nation alone or in any combination,3570,
Nisqually Indian Tribe alone,1955,
Nisqually Indian Tribe alone or in any combination,3157,
Niuean alone,3884,
Niuean alone or in any combination,3926,
Nome Eskimo Community alone,1551,
Nome Eskimo Community alone or in any combination,2753,
Nomlaki alone,1956,
Nomlaki alone or in any combination,3158,
Nondalton Village alone,1552,
Nondalton Village alone or in any combination,2754,
Nooksack Indian Tribe alone,1957,
Nooksack Indian Tribe alone or in any combination,3159,
Noorvik Native Community alone,1553,
Noorvik Native Community alone or in any combination,2755,
North Fork Rancheria of Mono Indians alone,1958,
North Fork Rancheria of Mono Indians alone or in any combination,3160,
North Thompson Band (Simpcw First Nation) alone,2369,
North Thompson Band (Simpcw First Nation) alone or in any combination,3571,
Northern Arapaho Tribe alone,1959,
Northern Arapaho Tribe alone or in any combination,3161,
Northern Cherokee Nation of Missouri and Arkansas alone,1960,
Northern Cherokee Nation of Missouri and Arkansas alone or in any combination,3162,
"Northern Cheyenne Tribe of the Northern Cheyenne Reservation, Montana alone",1961,
"Northern Cheyenne Tribe of the Northern Cheyenne Reservation, Montana alone or in any combination",3163,
Northern Irelander alone,1049,
Northern Irelander alone or in any combination,1160,
Northern Mariana Islander alone,3903,
Northern Mariana Islander alone or in any combination,3945,
Northern Paiute alone,1962,
Northern Paiute alone or in any combination,3164,
Northern Pomo alone,1963,
Northern Pomo alone or in any combination,3165,
Northway Village alone,1554,
Northway Village alone or in any combination,2756,
Northwestern Band of the Shoshone Nation alone,1964,
Northwestern Band of the Shoshone Nation alone or in any combination,3166,
Norwegian alone,1050,
Norwegian alone or in any combination,1161,
"Nottawaseppi Huron Band of the Potawatomi, Michigan alone",1965,
"Nottawaseppi Huron Band of the Potawatomi, Michigan alone or in any combination",3167,
Nottoway Indian Tribe of Virginia alone,1966,
Nottoway Indian Tribe of Virginia alone or in any combination,3168,
Nulato Village alone,1555,
Nulato Village alone or in any combination,2757,
Nulhegan Band of the Coosuk Abenaki Nation alone,1967,
Nulhegan Band of the Coosuk Abenaki Nation alone or in any combination,3169,
Nunakauyarmiut Tribe (Toksook Bay) alone,1556,
Nunakauyarmiut Tribe (Toksook Bay) alone or in any combination,2758,
Nuu-chah-nulth (Nootka) alone,2370,
Nuu-chah-nulth (Nootka) alone or in any combination,3572,
Occaneechi Band of the Saponi Nation alone,1968,
Occaneechi Band of the Saponi Nation alone or in any combination,3170,
Odanak alone,2371,
Odanak alone or in any combination,3573,
Oglala Sioux Tribe alone,1969,
Oglala Sioux Tribe alone or in any combination,3171,
Ohiaht Band (Huu-ay-aht First Nation) alone,2372,
Ohiaht Band (Huu-ay-aht First Nation) alone or in any combination,3574,
"Ohkay Owingeh, New Mexico alone",1970,
"Ohkay Owingeh, New Mexico alone or in any combination",3172,
Olmec alone,2498,
Olmec alone or in any combination,3700,
Omaha Tribe of Nebraska alone,1971,
Omaha Tribe of Nebraska alone or in any combination,3173,
Omani alone,1089,
Omani alone or in any combination,1200,
Oneida alone,1972,
Oneida alone or in any combination,3174,
Oneida Indian Nation alone,1973,
Oneida Indian Nation alone or in any combination,3175,
Oneida Nation alone,1974,
Oneida Nation alone or in any combination,3176,
Oneida Nation of the Thames alone,2373,
Oneida Nation of the Thames alone or in any combination,3575,
Onondaga Nation alone,1975,
Onondaga Nation alone or in any combination,3177,
Opaskwayak Cree Nation alone,2374,
Opaskwayak Cree Nation alone or in any combination,3576,
Opata alone,2499,
Opata alone or in any combination,3701,
Oregon Athabascan alone,1976,
Oregon Athabascan alone or in any combination,3178,
Organized Village of Grayling (Holikachuk) alone,1557,
Organized Village of Grayling (Holikachuk) alone or in any combination,2759,
Organized Village of Kake alone,1558,
Organized Village of Kake alone or in any combination,2760,
Organized Village of Kasaan alone,1559,
Organized Village of Kasaan alone or in any combination,2761,
Organized Village of Kwethluk alone,1560,
Organized Village of Kwethluk alone or in any combination,2762,
Organized Village of Saxman alone,1561,
Organized Village of Saxman alone or in any combination,2763,
Orutsararmiut Traditional Native Council alone,1562,
Orutsararmiut Traditional Native Council alone or in any combination,2764,
Oscarville Traditional Village alone,1563,
Oscarville Traditional Village alone or in any combination,2765,
Osoyoos Band alone,2375,
Osoyoos Band alone or in any combination,3577,
Other Asian alone,3807,
Other Asian alone or in any combination,3864,
"Other Asian alone or in any combination, not specified",3876,3819
"Other Asian alone or in any combination, specified",3874,3817
"Other Asian alone, not specified",3819,3876
"Other Asian alone, specified",3817,3874
Other Black or African American alone,1288,
Other Black or African American alone or in any combination,1356,
"Other Black or African American alone or in any combination, not specified",1358,1290
"Other Black or African American alone or in any combination, specified",1357,1289
"Other Black or African American alone, not specified",1290,1358
"Other Black or African American alone, specified",1289,1357
Other Caribbean alone,1286,
Other Caribbean alone or in any combination ,1354,
Other Central Asian alone,3779,
Other Central Asian alone or in any combination ,3836,
Other East Asian alone,3771,
Other East Asian alone or in any combination,3828,
Other European alone,1069,
Other European alone or in any combination ,1180,
Other Melanesian alone,3916,
Other Melanesian alone or in any combination ,3958,
Other Mesoamerican Indian alone,2559,
Other Mesoamerican Indian alone or in any combination,3761,
Other Micronesian alone,3908,
Other Micronesian alone or in any combination ,3950,
Other Middle Eastern or North African alone,1098,
Other Middle Eastern or North African alone or in any combination ,1209,
Other Multiracial/Multiethnic responses alone,3976,
Other Multiracial/Multiethnic responses alone or in any combination,4002,
"Other Native Hawaiian and Other Pacific Islander alone or in any combination, not specified",3960,3918
"Other Native Hawaiian and Other Pacific Islander alone, not specified",3918,3960
Other Polynesian alone,3892,
Other Polynesian alone or in any combination ,3934,
"Other Some Other Race alone or in any combination, not specified",4012,3986
"Other Some Other Race alone or in any combination, specified ",4010,3984
"Other Some Other Race alone, not specified",3986,4012
"Other Some Other Race alone, specified ",3984,4010
Other South Asian alone,3791,
Other South Asian alone or in any combination ,3848,
Other Southeast Asian alone,3805,
Other Southeast Asian alone or in any combination ,3862,
Other Sub-Saharan African alone,1267,
Other Sub-Saharan African alone or in any combination ,1335,
Other White alone,1100,
Other White alone or in any combination,1211,
"Other White alone or in any combination, not specified",1222,1111
"Other White alone or in any combination, specified ",1220,1109
"Other White alone, not specified",1111,1222
"Other White alone, specified",1109,1220
Otoe-Missouria Tribe of Indians alone,1978,
Otoe-Missouria Tribe of Indians alone or in any combination,3180,
Otomi alone,2500,
Otomi alone or in any combination,3702,
Ottawa alone,1979,
Ottawa alone or in any combination,3181,
Ottawa Tribe of Oklahoma alone,1980,
Ottawa Tribe of Oklahoma alone or in any combination,3182,
Pacheedaht First Nation alone,2376,
Pacheedaht First Nation alone or in any combination,3578,
Paiute alone,1981,
Paiute alone or in any combination,3183,
Paiute Indian Tribe of Utah (Southern Paiute) alone,1982,
Paiute Indian Tribe of Utah (Southern Paiute) alone or in any combination,3184,
"Paiute-Shoshone Tribe of the Fallon Reservation and Colony, Nevada alone",1983,
"Paiute-Shoshone Tribe of the Fallon Reservation and Colony, Nevada alone or in any combination",3185,
Pakistani alone,3787,
Pakistani alone or in any combination,3844,
Pala Band of Mission Indians alone,1984,
Pala Band of Mission Indians alone or in any combination,3186,
Palauan alone,3904,
Palauan alone or in any combination,3946,
Palestinian alone,1090,
Palestinian alone or in any combination,1201,
Pamunkey Indian Tribe alone,1985,
Pamunkey Indian Tribe alone or in any combination,3187,
Panamanian Indian alone,2467,
Panamanian Indian alone or in any combination,3669,
Papua New Guinean alone,3912,
Papua New Guinean alone or in any combination,3954,
Paraguayan Indian alone,2535,
Paraguayan Indian alone or in any combination,3737,
Pascua Yaqui Tribe of Arizona alone,1986,
Pascua Yaqui Tribe of Arizona alone or in any combination,3188,
Pashtun alone,3814,
Pashtun alone or in any combination,3871,
Paskenta Band of Nomlaki Indians alone,1987,
Paskenta Band of Nomlaki Indians alone or in any combination,3189,
Passamaquoddy Tribe alone,1988,
Passamaquoddy Tribe alone or in any combination,3190,
Patawomeck Indian Tribe of Virginia alone,1989,
Patawomeck Indian Tribe of Virginia alone or in any combination,3191,
Paucatuck Eastern Pequot alone,1990,
Paucatuck Eastern Pequot alone or in any combination,3192,
Pauloff Harbor Village alone,1564,
Pauloff Harbor Village alone or in any combination,2766,
Pauma Band of Luiseno Mission Indians alone,1991,
Pauma Band of Luiseno Mission Indians alone or in any combination,3193,
Pauquachin alone,2377,
Pauquachin alone or in any combination,3579,
Pawnee alone,1992,
Pawnee alone or in any combination,3194,
Pawnee Nation of Oklahoma alone,1993,
Pawnee Nation of Oklahoma alone or in any combination,3195,
Pechanga Band of Luiseno Mission Indians alone,1994,
Pechanga Band of Luiseno Mission Indians alone or in any combination,3196,
Pedro Bay Village alone,1565,
Pedro Bay Village alone or in any combination,2767,
Pee Dee Indian Nation of Upper South Carolina alone,1995,
Pee Dee Indian Nation of Upper South Carolina alone or in any combination,3197,
Pee Dee Indian Tribe of South Carolina alone,1996,
Pee Dee Indian Tribe of South Carolina alone or in any combination,3198,
Peepeekisis alone,2378,
Peepeekisis alone or in any combination,3580,
Peguis alone,2379,
Peguis alone or in any combination,3581,
Pelican alone,1566,
Pelican alone or in any combination,2768,
Penelakut alone,2380,
Penelakut alone or in any combination,3582,
Pennsylvania German alone,1108,
Pennsylvania German alone or in any combination,1219,
Penobscot Nation alone,1997,
Penobscot Nation alone or in any combination,3199,
Penticton alone,2381,
Penticton alone or in any combination,3583,
Peoria Tribe of Indians of Oklahoma alone,1998,
Peoria Tribe of Indians of Oklahoma alone or in any combination,3200,
Pequot alone,1999,
Pequot alone or in any combination,3201,
Peruvian Indian alone,2536,
Peruvian Indian alone or in any combination,3738,
Petersburg Indian Association alone,1567,
Petersburg Indian Association alone or in any combination,2769,
Picayune Rancheria of Chukchansi Indians alone,2000,
Picayune Rancheria of Chukchansi Indians alone or in any combination,3202,
Piedmont American Indian Association-Lower Eastern Cherokee Nation SC (PAIA) alone,2001,
Piedmont American Indian Association-Lower Eastern Cherokee Nation SC (PAIA) alone or in any combination,3203,
Pilot Station Traditional Village alone,1568,
Pilot Station Traditional Village alone or in any combination,2770,
Pima alone,2002,
Pima alone or in any combination,3204,
Pine Creek alone,2382,
Pine Creek alone or in any combination,3584,
Pinoleville Pomo Nation alone,2003,
Pinoleville Pomo Nation alone or in any combination,3205,
Pipestone Sioux alone,2004,
Pipestone Sioux alone or in any combination,3206,
Pipil alone,2468,
Pipil alone or in any combination,3670,
Piqua Shawnee Tribe alone,2005,
Piqua Shawnee Tribe alone or in any combination,3207,
Piro Manso Tiwa Tribe alone,2006,
Piro Manso Tiwa Tribe alone or in any combination,3208,
Piscataway alone,2007,
Piscataway alone or in any combination,3209,
Piscataway Conoy Tribe alone,2008,
Piscataway Conoy Tribe alone or in any combination,3210,
Piscataway Indian Nation alone,2009,
Piscataway Indian Nation alone or in any combination,3211,
Pit River Tribe of California alone,2010,
Pit River Tribe of California alone or in any combination,3212,
Pitka's Point Traditional Council alone,1569,
Pitka's Point Traditional Council alone or in any combination,2771,
Plains Cree alone,2383,
Plains Cree alone or in any combination,3585,
Platinum Traditional Village alone,1570,
Platinum Traditional Village alone or in any combination,2772,
Pleasant Point Passamaquoddy alone,2011,
Pleasant Point Passamaquoddy alone or in any combination,3213,
Poarch Band of Creeks alone,2012,
Poarch Band of Creeks alone or in any combination,3214,
Pocasset Wampanoag alone,2013,
Pocasset Wampanoag alone or in any combination,3215,
Pocomoke Acohonock alone,2014,
Pocomoke Acohonock alone or in any combination,3216,
Pohnpeian alone,3905,
Pohnpeian alone or in any combination,3947,
Pointe Au-Chien Indian Tribe alone,2015,
Pointe Au-Chien Indian Tribe alone or in any combination,3217,
Pokagon Band of Potawatomi Indians alone,2016,
Pokagon Band of Potawatomi Indians alone or in any combination,3218,
Pokanoket (Royal House of Pokanoket) alone,2017,
Pokanoket (Royal House of Pokanoket) alone or in any combination,3219,
Polish alone,1051,
Polish alone or in any combination,1162,
Polynesian alone,3878,
Polynesian alone or in any combination,3920,
Pomo alone,2018,
Pomo alone or in any combination,3220,
Ponca alone,2019,
Ponca alone or in any combination,3221,
Ponca Tribe of Indians of Oklahoma alone,2020,
Ponca Tribe of Indians of Oklahoma alone or in any combination,3222,
Ponca Tribe of Nebraska alone,2021,
Ponca Tribe of Nebraska alone or in any combination,3223,
Ponkapoag alone,2022,
Ponkapoag alone or in any combination,3224,
Poospatuck alone,2023,
Poospatuck alone or in any combination,3225,
Popoluca alone,2501,
Popoluca alone or in any combination,3703,
Port Gamble S'Klallam Tribe alone,2024,
Port Gamble S'Klallam Tribe alone or in any combination,3226,
Portage Creek Village (Ohgsenakale) alone,1571,
Portage Creek Village (Ohgsenakale) alone or in any combination,2773,
Portuguese alone,1052,
Portuguese alone or in any combination,1163,
Potawatomi alone,2025,
Potawatomi alone or in any combination,3227,
Potter Valley Tribe alone,2026,
Potter Valley Tribe alone or in any combination,3228,
Powhatan alone,2027,
Powhatan alone or in any combination,3229,
Prairie Band Potawatomi Nation alone,2028,
Prairie Band Potawatomi Nation alone or in any combination,3230,
Prairie Island Indian Community alone,2029,
Prairie Island Indian Community alone or in any combination,3231,
Principal Creek Indian Nation alone,2030,
Principal Creek Indian Nation alone or in any combination,3232,
Pueblo alone,2031,
Pueblo alone or in any combination,3233,
Pueblo of Acoma alone,2032,
Pueblo of Acoma alone or in any combination,3234,
Pueblo of Cochiti alone,2033,
Pueblo of Cochiti alone or in any combination,3235,
Pueblo of Isleta alone,2034,
Pueblo of Isleta alone or in any combination,3236,
Pueblo of Jemez alone,2035,
Pueblo of Jemez alone or in any combination,3237,
Pueblo of Laguna alone,2036,
Pueblo of Laguna alone or in any combination,3238,
Pueblo of Nambe alone,2037,
Pueblo of Nambe alone or in any combination,3239,
Pueblo of Picuris alone,2038,
Pueblo of Picuris alone or in any combination,3240,
Pueblo of Pojoaque alone,2039,
