NAME,ID,MATCH,US_POP,CATEGORY ,,
Northern Paiute alone or in any combination,3164,1962,469,American Indian,,
Northern Pomo alone or in any combination,3165,1963,23,American Indian,,
Northwestern Band of the Shoshone Nation alone or in any combination,3166,1964,306,American Indian,,
"Nottawaseppi Huron Band of the Potawatomi, Michigan alone or in any combination",3167,1965,950,American Indian,,
Nottoway Indian Tribe of Virginia alone or in any combination,3168,1966,173,American Indian,,
Nulhegan Band of the Coosuk Abenaki Nation alone or in any combination,3169,1967,158,American Indian,,
Occaneechi Band of the Saponi Nation alone or in any combination,3170,1968,"1,281",American Indian,,
Oglala Sioux Tribe alone or in any combination,3171,1969,"35,507",American Indian,,
"Ohkay Owingeh, New Mexico alone or in any combination",3172,1970,"2,452",American Indian,,
Omaha Tribe of Nebraska alone or in any combination,3173,1971,"7,374",American Indian,,
Oneida alone or in any combination,3174,1972,"14,302",American Indian,,
Oneida Indian Nation alone or in any combination,3175,1973,501,American Indian,,
Oneida Nation alone or in any combination,3176,1974,"10,114",American Indian,,
Onondaga Nation alone or in any combination,3177,1975,"3,650",American Indian,,
Oregon Athabascan alone or in any combination,3178,1976,242,American Indian,,
The Osage Nation alone or in any combination,3179,1977,"29,049",American Indian,,
Otoe-Missouria Tribe of Indians alone or in any combination,3180,1978,"4,082",American Indian,,
Ottawa alone or in any combination,3181,1979,"11,508",American Indian,,
Ottawa Tribe of Oklahoma alone or in any combination,3182,1980,525,American Indian,,
Paiute alone or in any combination,3183,1981,"10,656",American Indian,,
Paiute Indian Tribe of Utah (Southern Paiute) alone or in any combination,3184,1982,"1,078",American Indian,,
"Paiute-Shoshone Tribe of the Fallon Reservation and Colony, Nevada alone or in any combination",3185,1983,824,American Indian,,
Pala Band of Mission Indians alone or in any combination,3186,1984,"1,593",American Indian,,
Pamunkey Indian Tribe alone or in any combination,3187,1985,"2,330",American Indian,,
Pascua Yaqui Tribe of Arizona alone or in any combination,3188,1986,"13,810",American Indian,,
Paskenta Band of Nomlaki Indians alone or in any combination,3189,1987,219,American Indian,,
Passamaquoddy Tribe alone or in any combination,3190,1988,"5,306",American Indian,,
Patawomeck Indian Tribe of Virginia alone or in any combination,3191,1989,"1,542",American Indian,,
Paucatuck Eastern Pequot alone or in any combination,3192,1990,17,American Indian,,
Pauma Band of Luiseno Mission Indians alone or in any combination,3193,1991,261,American Indian,,
Pawnee alone or in any combination,3194,1992,"7,548",American Indian,,
Pawnee Nation of Oklahoma alone or in any combination,3195,1993,223,American Indian,,
Pechanga Band of Luiseno Mission Indians alone or in any combination,3196,1994,"1,805",American Indian,,
Pee Dee Indian Nation of Upper South Carolina alone or in any combination,3197,1995,"1,019",American Indian,,
Pee Dee Indian Tribe of South Carolina alone or in any combination,3198,1996,182,American Indian,,
Penobscot Nation alone or in any combination,3199,1997,"6,103",American Indian,,
Peoria Tribe of Indians of Oklahoma alone or in any combination,3200,1998,"3,112",American Indian,,
Pequot alone or in any combination,3201,1999,"2,112",American Indian,,
Picayune Rancheria of Chukchansi Indians alone or in any combination,3202,2000,"2,322",American Indian,,
Piedmont American Indian Association-Lower Eastern Cherokee Nation SC (PAIA) alone or in any combination,3203,2001,132,American Indian,,
Pima alone or in any combination,3204,2002,"8,858",American Indian,,
Pinoleville Pomo Nation alone or in any combination,3205,2003,134,American Indian,,
Pipestone Sioux alone or in any combination,3206,2004,2,American Indian,,
Piqua Shawnee Tribe alone or in any combination,3207,2005,287,American Indian,,
Piro Manso Tiwa Tribe alone or in any combination,3208,2006,709,American Indian,,
Piscataway alone or in any combination,3209,2007,"2,043",American Indian,,
Piscataway Conoy Tribe alone or in any combination,3210,2008,"1,622",American Indian,,
Piscataway Indian Nation alone or in any combination,3211,2009,116,American Indian,,
Pit River Tribe of California alone or in any combination,3212,2010,"3,694",American Indian,,
Pleasant Point Passamaquoddy alone or in any combination,3213,2011,19,American Indian,,
Poarch Band of Creeks alone or in any combination,3214,2012,"6,237",American Indian,,
Pocasset Wampanoag alone or in any combination,3215,2013,100,American Indian,,
Pocomoke Acohonock alone or in any combination,3216,2014,125,American Indian,,
Pointe Au-Chien Indian Tribe alone or in any combination,3217,2015,462,American Indian,,
Pokagon Band of Potawatomi Indians alone or in any combination,3218,2016,"3,260",American Indian,,
Pokanoket (Royal House of Pokanoket) alone or in any combination,3219,2017,289,American Indian,,
Pomo alone or in any combination,3220,2018,"6,535",American Indian,,
Ponca alone or in any combination,3221,2019,"4,619",American Indian,,
Ponca Tribe of Indians of Oklahoma alone or in any combination,3222,2020,"1,216",American Indian,,
Ponca Tribe of Nebraska alone or in any combination,3223,2021,"2,210",American Indian,,
Ponkapoag alone or in any combination,3224,2022,111,American Indian,,
Poospatuck alone or in any combination,3225,2023,856,American Indian,,
Port Gamble S'Klallam Tribe alone or in any combination,3226,2024,"1,067",American Indian,,
Potawatomi alone or in any combination,3227,2025,"33,722",American Indian,,
Potter Valley Tribe alone or in any combination,3228,2026,23,American Indian,,
Powhatan alone or in any combination,3229,2027,"6,063",American Indian,,
Prairie Band Potawatomi Nation alone or in any combination,3230,2028,"2,957",American Indian,,
Prairie Island Indian Community alone or in any combination,3231,2029,641,American Indian,,
Principal Creek Indian Nation alone or in any combination,3232,2030,64,American Indian,,
Pueblo alone or in any combination,3233,2031,"14,578",American Indian,,
Pueblo of Acoma alone or in any combination,3234,2032,"6,101",American Indian,,
Pueblo of Cochiti alone or in any combination,3235,2033,"1,390",American Indian,,
Pueblo of Isleta alone or in any combination,3236,2034,"6,355",American Indian,,
Pueblo of Jemez alone or in any combination,3237,2035,"3,550",American Indian,,
Pueblo of Laguna alone or in any combination,3238,2036,"9,039",American Indian,,
Pueblo of Nambe alone or in any combination,3239,2037,760,American Indian,,
Pueblo of Picuris alone or in any combination,3240,2038,803,American Indian,,
Pueblo of Pojoaque alone or in any combination,3241,2039,529,American Indian,,
Pueblo of San Felipe alone or in any combination,3242,2040,"3,523",American Indian,,
Pueblo of San Ildefonso alone or in any combination,3243,2041,707,American Indian,,
Pueblo of Sandia alone or in any combination,3244,2042,669,American Indian,,
Pueblo of Santa Ana alone or in any combination,3245,2043,962,American Indian,,
Pueblo of Santa Clara alone or in any combination,3246,2044,"1,766",American Indian,,
Pueblo of Taos alone or in any combination,3247,2045,"3,747",American Indian,,
Pueblo of Tesuque alone or in any combination,3248,2046,632,American Indian,,
Pueblo of Zia alone or in any combination,3249,2047,"1,105",American Indian,,
Puget Sound Salish alone or in any combination,3250,2048,187,American Indian,,
Puyallup Tribe of The Puyallup Reservation alone or in any combination,3251,2049,"4,549",American Indian,,
"Pyramid Lake Paiute Tribe of the Pyramid Lake Reservation, Nevada alone or in any combination",3252,2050,"1,848",American Indian,,
Quapaw Nation alone or in any combination,3253,2051,"4,985",American Indian,,
Quartz Valley Indian Reservation alone or in any combination,3254,2052,262,American Indian,,
"Quechan Tribe of the Fort Yuma Indian Reservation, California and Arizona alone or in any combination",3255,2053,"3,848",American Indian,,
"Quileute Tribe of the Quileute Reservation, Washington alone or in any combination",3256,2054,"1,001",American Indian,,
Quinault Indian Nation alone or in any combination,3257,2055,"4,185",American Indian,,
Ramapough Lenape Nation (Ramapough Mountain) alone or in any combination,3258,2056,"1,886",American Indian,,
"Ramona Band of Cahuilla, California alone or in any combination",3259,2057,16,American Indian,,
"Rappahannock Tribe, Inc. alone or in any combination",3260,2058,688,American Indian,,
Red Cliff Band of Lake Superior Chippewa alone or in any combination,3261,2059,"3,483",American Indian,,
Red Lake Band of Chippewa Indians alone or in any combination,3262,2060,"8,588",American Indian,,
Red Wood alone or in any combination,3263,2061,24,American Indian,,
"Redding Rancheria, California alone or in any combination",3264,2062,165,American Indian,,
Redwood Valley or Little River Band of Pomo Indians of the Redwood Valley Rancheria California alone or in any combination,3265,2063,157,American Indian,,
"Reno-Sparks Indian Colony, Nevada alone or in any combination",3266,2064,799,American Indian,,
Resighini Rancheria alone or in any combination,3267,2065,94,American Indian,,
Rincon Band of Luiseno Mission Indians alone or in any combination,3268,2066,861,American Indian,,
Robinson Rancheria alone or in any combination,3269,2067,284,American Indian,,
"Rosebud Sioux Tribe of the Rosebud Indian Reservation, South Dakota alone or in any combination",3270,2068,"20,462",American Indian,,
Round Valley Indian Tribes alone or in any combination,3271,2069,"1,802",American Indian,,
Sac and Fox alone or in any combination,3272,2070,"5,007",American Indian,,
Sac and Fox Nation of Missouri in Kansas and Nebraska alone or in any combination,3273,2071,96,American Indian,,
"Sac and Fox Nation, Oklahoma alone or in any combination",3274,2072,"1,332",American Indian,,
Sac and Fox Tribe of the Mississippi in Iowa alone or in any combination,3275,2073,"4,889",American Indian,,
Sac River Band of the Chickamauga-Cherokee alone or in any combination,3276,2074,14,American Indian,,
Saginaw Chippewa Indian Tribe alone or in any combination,3277,2075,"3,788",American Indian,,
Saint Regis Mohawk Tribe alone or in any combination,3278,2076,"4,402",American Indian,,
Salinan alone or in any combination,3279,2077,"1,425",American Indian,,
Salish alone or in any combination,3280,2078,"3,830",American Indian,,
Salt River Pima-Maricopa Indian Community alone or in any combination,3281,2079,"6,334",American Indian,,
Samish Indian Nation alone or in any combination,3282,2080,"1,683",American Indian,,
San Carlos Apache Tribe of the San Carlos Reservation alone or in any combination,3283,2081,"9,620",American Indian,,
San Juan alone or in any combination,3284,2082,335,American Indian,,
San Juan Southern Paiute Tribe of Arizona alone or in any combination,3285,2083,80,American Indian,,
San Luis Rey Mission Indian alone or in any combination,3286,2084,274,American Indian,,
"San Manuel Band of Mission Indians, California alone or in any combination",3287,2085,165,American Indian,,
San Pasqual Band of Diegueno Mission Indians alone or in any combination,3288,2086,"1,468",American Indian,,
Santa Rosa Band of Cahuilla Indians alone or in any combination,3289,2087,166,American Indian,,
Santa Rosa Indian Community alone or in any combination,3290,2088,946,American Indian,,
Santa Ynez Band of Chumash Mission Indians alone or in any combination,3291,2089,334,American Indian,,
Santee Indian Nation of South Carolina alone or in any combination,3292,2090,52,American Indian,,
Santee Indian Organization alone or in any combination,3293,2091,70,American Indian,,
"Santee Sioux Nation, Nebraska alone or in any combination",3294,2092,"3,953",American Indian,,
Saponi alone or in any combination,3295,2093,"1,972",American Indian,,
Sappony alone or in any combination,3296,2094,"1,073",American Indian,,
Sauk-Suiattle Indian Tribe alone or in any combination,3297,2095,331,American Indian,,
Sault Ste. Marie Tribe of Chippewa Indians alone or in any combination,3298,2096,"17,252",American Indian,,
Schaghticoke alone or in any combination,3299,2097,708,American Indian,,
Scotts Valley Band of Pomo Indians of California alone or in any combination,3300,2098,195,American Indian,,
Seaconke Wampanoag alone or in any combination,3301,2099,123,American Indian,,
Seminole alone or in any combination,3302,2100,"37,879",American Indian,,
The Seminole Nation of Oklahoma alone or in any combination,3303,2101,"5,993",American Indian,,
Seminole Tribe of Florida alone or in any combination,3304,2102,"2,336",American Indian,,
Seneca Nation of Indians alone or in any combination,3305,2103,"20,025",American Indian,,
Seneca-Cayuga Nation alone or in any combination,3306,2104,"3,795",American Indian,,
Serrano alone or in any combination,3307,2105,502,American Indian,,
Setalcott Indians alone or in any combination,3308,2106,102,American Indian,,
Shakopee Mdewakanton Sioux Community of Minnesota alone or in any combination,3309,2107,436,American Indian,,
Shasta alone or in any combination,3310,2108,"1,309",American Indian,,
Shawnee alone or in any combination,3311,2109,"17,525",American Indian,,
Shawnee Nation United Remnant Band alone or in any combination,3312,2110,106,American Indian,,
Shawnee Tribe alone or in any combination,3313,2111,"1,995",American Indian,,
Sherwood Valley Rancheria of Pomo Indians of California alone or in any combination,3314,2112,424,American Indian,,
Shingle Springs Band of Miwok Indians alone or in any combination,3315,2113,280,American Indian,,
Shinnecock Indian Nation alone or in any combination,3316,2114,"5,044",American Indian,,
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation alone or in any combination,3317,2115,342,American Indian,,
Shoshone alone or in any combination,3318,2116,"14,552",American Indian,,
Shoshone Paiute alone or in any combination,3319,2117,"2,216",American Indian,,
Shoshone-Bannock Tribes of the Fort Hall Reservation alone or in any combination,3320,2118,"5,900",American Indian,,
Shoshone-Paiute Tribes of the Duck Valley Reservation alone or in any combination,3321,2119,902,American Indian,,
Sioux alone or in any combination,3322,2120,"126,571",American Indian,,
"Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota alone or in any combination",3323,2121,"8,044",American Indian,,
Siuslaw alone or in any combination,3324,2122,124,American Indian,,
Skokomish Indian Tribe alone or in any combination,3325,2123,"1,148",American Indian,,
Skull Valley Band of Goshute Indians of Utah alone or in any combination,3326,2124,88,American Indian,,
Skykomish alone or in any combination,3327,2125,16,American Indian,,
Snohomish alone or in any combination,3328,2126,"1,172",American Indian,,
Snoqualmie Indian Tribe alone or in any combination,3329,2127,"1,026",American Indian,,
Soboba Band of Luiseno Indians alone or in any combination,3330,2128,"1,100",American Indian,,
Sokaogon Chippewa Community alone or in any combination,3331,2129,890,American Indian,,
Southeastern Cherokee Council alone or in any combination,3332,2130,91,American Indian,,
Southeastern Indians alone or in any combination,3333,2131,"2,050",American Indian,,
Southern Arapaho alone or in any combination,3334,2132,77,American Indian,,
Southern Cheyenne alone or in any combination,3335,2133,463,American Indian,,
Southern Ute Indian Tribe of the Southern Ute Reservation alone or in any combination,3336,2134,"2,166",American Indian,,
Spirit Lake Tribe alone or in any combination,3337,2135,"4,646",American Indian,,
Spokane Tribe of the Spokane Reservation alone or in any combination,3338,2136,"4,311",American Indian,,
"Squaxin Island Tribe of the Squaxin Island Reservation, Washington alone or in any combination",3339,2137,"1,271",American Indian,,
St. Croix Chippewa Indians of Wisconsin alone or in any combination,3340,2138,"1,070",American Indian,,
Standing Rock Sioux Tribe of North and South Dakota alone or in any combination,3341,2139,"10,452",American Indian,,
Steilacoom alone or in any combination,3342,2140,231,American Indian,,
Stillaguamish Tribes of Indians of Washington alone or in any combination,3343,2141,325,American Indian,,
Stockbridge-Munsee Community alone or in any combination,3344,2142,"6,611",American Indian,,
Stonyford alone or in any combination,3345,2143,1,American Indian,,
Summit Lake Paiute Tribe of Nevada alone or in any combination,3346,2144,60,American Indian,,
The Suquamish Tribe alone or in any combination,3347,2145,"1,348",American Indian,,
"Susanville Indian Rancheria, California alone or in any combination",3348,2146,318,American Indian,,
Susquehanock alone or in any combination,3349,2147,"1,211",American Indian,,
Swan Creek Black River Confederate Tribe alone or in any combination,3350,2148,198,American Indian,,
Swinomish Indian Tribal Community alone or in any combination,3351,2149,"1,193",American Indian,,
Sycuan Band of the Kumeyaay Nation alone or in any combination,3352,2150,181,American Indian,,
Table Mountain Rancheria alone or in any combination,3353,2151,80,American Indian,,
Tachi alone or in any combination,3354,2152,468,American Indian,,
Takelma alone or in any combination,3355,2153,18,American Indian,,
Talakamish alone or in any combination,3356,2154,0,American Indian,,
Tejon Indian Tribe alone or in any combination,3357,2155,911,American Indian,,
Temecula alone or in any combination,3358,2156,68,American Indian,,
Te-Moak Tribes of Western Shoshone Indians of Nevada alone or in any combination,3359,2157,"1,930",American Indian,,
Tenino alone or in any combination,3360,2158,28,American Indian,,
Teton Sioux alone or in any combination,3361,2159,"1,095",American Indian,,
"The Southeastern Mvskoke Nation, Inc. alone or in any combination",3362,2160,538,American Indian,,
The Waccamaw Indian People alone or in any combination,3363,2161,719,American Indian,,
Thlopthlocco Tribal Town alone or in any combination,3364,2162,70,American Indian,,
Arikara (Sahnish) alone or in any combination,3366,2164,"2,250",American Indian,,
Hidatsa alone or in any combination,3367,2165,"1,727",American Indian,,
Mandan alone or in any combination,3368,2166,"1,780",American Indian,,
"Three Affiliated Tribes of the Ft. Berthold Reservation, North Dakota alone or in any combination ",3369,2167,"8,879",American Indian,,
Tillamook alone or in any combination,3370,2168,101,American Indian,,
Timbisha Shoshone Tribe alone or in any combination,3371,2169,252,American Indian,,
Tohono O'odham Nation of Arizona alone or in any combination,3372,2170,"25,895",American Indian,,
Tolowa alone or in any combination,3373,2171,918,American Indian,,
Tolowa Dee-ni' Nation alone or in any combination,3374,2172,888,American Indian,,
Tonawanda Band of Seneca alone or in any combination,3375,2173,426,American Indian,,
Tonkawa Tribe of Indians of Oklahoma alone or in any combination,3376,2174,965,American Indian,,
Tonto Apache Tribe of Arizona alone or in any combination,3377,2175,167,American Indian,,
Torres Martinez Desert Cahuilla Indians alone or in any combination,3378,2176,578,American Indian,,
Trinity alone or in any combination,3379,2177,362,American Indian,,
Tuckabachee alone or in any combination,3380,2178,16,American Indian,,
Tulalip Tribes of Washington alone or in any combination,3381,2179,"4,358",American Indian,,
Tule River Indian Tribe alone or in any combination,3382,2180,"1,788",American Indian,,
Tunica Biloxi Indian Tribe of Louisiana alone or in any combination,3383,2181,"1,246",American Indian,,
Tuolumne Band of Me-Wuk Indians of California alone or in any combination,3384,2182,270,American Indian,,
Turtle Mountain Band of Chippewa Indians of North Dakota alone or in any combination,3385,2183,"20,059",American Indian,,
Tuscarora Nation alone or in any combination,3386,2184,"6,162",American Indian,,
Tuscola alone or in any combination,3387,2185,27,American Indian,,
Twenty-Nine Palms Band of Luiseno Mission Indians alone or in any combination,3388,2186,19,American Indian,,
Tygh alone or in any combination,3389,2187,7,American Indian,,
Umpqua alone or in any combination,3390,2188,619,American Indian,,
United Auburn Indian Community of the Auburn Rancheria of California alone or in any combination,3391,2189,125,American Indian,,
United Cherokee Ani-Yun-Wiya Nation alone or in any combination,3392,2190,"1,069",American Indian,,
United Houma Nation alone or in any combination,3393,2191,"14,116",American Indian,,
United Keetoowah Band of Cherokee Indians in Oklahoma alone or in any combination,3394,2192,"1,643",American Indian,,
Upper Chinook alone or in any combination,3395,2193,4,American Indian,,
Upper Mattaponi Tribe alone or in any combination,3396,2194,361,American Indian,,
Upper Sioux Community alone or in any combination,3397,2195,396,American Indian,,
Upper Skagit Indian Tribe alone or in any combination,3398,2196,"1,286",American Indian,,
Ute alone or in any combination,3399,2197,"11,762",American Indian,,
"Ute Indian Tribe of the Uintah and Ouray Reservation, Utah alone or in any combination",3400,2198,"1,878",American Indian,,
Ute Mountain Ute Tribe alone or in any combination,3401,2199,"1,994",American Indian,,
"Utu Utu Gwaitu Paiute Tribe of the Benton Paiute Reservation, California alone or in any combination",3402,2200,74,American Indian,,
Viejas (Baron Long) Group of Capitan Grande Band alone or in any combination,3403,2201,380,American Indian,,
Waccamaw Siouan Indian Tribe alone or in any combination,3404,2202,"2,347",American Indian,,
Wahpekute Sioux alone or in any combination,3405,2203,19,American Indian,,
Wailaki alone or in any combination,3406,2204,"1,855",American Indian,,
Wakiakum Chinook alone or in any combination,3407,2205,1,American Indian,,
"Walker River Paiute Tribe of the Walker River Reservation, Nevada alone or in any combination",3408,2206,"1,398",American Indian,,
Walla Walla alone or in any combination,3409,2207,433,American Indian,,
Wampanoag alone or in any combination,3410,2208,"6,202",American Indian,,
Wampanoag Tribe of Gay Head (Aquinnah) alone or in any combination,3411,2209,604,American Indian,,
Wappo alone or in any combination,3412,2210,343,American Indian,,
Wasco alone or in any combination,3413,2211,415,American Indian,,
Washoe Tribe of Nevada and California alone or in any combination,3414,2212,"2,606",American Indian,,
Wassamasaw Tribe of Varnertown Indians alone or in any combination,3415,2213,566,American Indian,,
Wazhaza Sioux alone or in any combination,3416,2214,8,American Indian,,
Wenatchee alone or in any combination,3417,2215,70,American Indian,,
Whilkut alone or in any combination,3418,2216,17,American Indian,,
White Earth Band alone or in any combination,3419,2217,"10,215",American Indian,,
"White Mountain Apache Tribe of the Fort Apache Reservation, Arizona alone or in any combination",3420,2218,"20,116",American Indian,,
White River Band of the Chickamauga-Cherokee alone or in any combination,3421,2219,262,American Indian,,
"Wichita and Affiliated Tribes, Oklahoma alone or in any combination",3422,2220,"3,177",American Indian,,
Wicomico alone or in any combination,3423,2221,146,American Indian,,
Willapa Chinook alone or in any combination,3424,2222,1,American Indian,,
Wilton Rancheria alone or in any combination,3425,2223,247,American Indian,,
Wind River alone or in any combination,3426,2224,194,American Indian,,
Winnebago alone or in any combination,3427,2225,"4,121",American Indian,,
Winnebago Tribe of Nebraska alone or in any combination,3428,2226,"2,111",American Indian,,
Winnemucca Indian Colony of Nevada alone or in any combination,3429,2227,26,American Indian,,
Wintun alone or in any combination,3430,2228,"4,624",American Indian,,
Wishram alone or in any combination,3431,2229,3,American Indian,,
"Wiyot Tribe, California alone or in any combination",3432,2230,"1,177",American Indian,,
Wyandotte Nation alone or in any combination,3433,2231,"7,290",American Indian,,
Yakama Cowlitz alone or in any combination,3434,2232,928,American Indian,,
Yana alone or in any combination,3435,2233,118,American Indian,,
Yankton Sioux Tribe of South Dakota alone or in any combination,3436,2234,"7,212",American Indian,,
Yanktonai Sioux alone or in any combination,3437,2235,134,American Indian,,
Yaqui alone or in any combination,3438,2236,"40,732",American Indian,,
Yavapai Apache Nation of the Camp Verde Indian Reservation alone or in any combination,3439,2237,"1,925",American Indian,,
Yavapai-Prescott Tribe of the Yavapai Reservation alone or in any combination,3440,2238,769,American Indian,,
"Yerington Paiute Tribe of the Yerington Colony and Campbell Ranch, Nevada alone or in any combination",3441,2239,446,American Indian,,
"Yocha Dehe Wintun Nation, California alone or in any combination",3442,2240,44,American Indian,,
Yokuts alone or in any combination,3443,2241,"1,897",American Indian,,
"Yomba Shoshone Tribe of the Yomba Reservation, Nevada alone or in any combination",3444,2242,101,American Indian,,
Ysleta del Sur Pueblo of Texas alone or in any combination,3445,2243,"5,091",American Indian,,
Yuchi alone or in any combination,3446,2244,872,American Indian,,
Yuki alone or in any combination,3447,2245,743,American Indian,,
Yurok Tribe alone or in any combination,3448,2246,"8,117",American Indian,,
Zuni Tribe of the Zuni Reservation alone or in any combination,3449,2247,"12,916",American Indian,,
"Tribal responses alone or in any combination, not elsewhere classified ",3450,2248,"31,754",Unclassified Tribes,,
Canadian Indian and French American Indian alone or in any combination,3452,2250,"72,701",Canadian or French Indian,,
Abenaki Canadian alone or in any combination,3453,2251,404,Canadian or French Indian,,
Acadia Band alone or in any combination,3454,2252,81,Canadian or French Indian,,
Ache Dene Koe alone or in any combination,3455,2253,0,Canadian or French Indian,,
Ahousaht alone or in any combination,3456,2254,23,Canadian or French Indian,,
Alderville First Nation alone or in any combination,3457,2255,13,Canadian or French Indian,,
Alexandria Band alone or in any combination,3458,2256,11,Canadian or French Indian,,
Algonquins of Barriere Lake alone or in any combination,3459,2257,38,Canadian or French Indian,,
Batchewana First Nation alone or in any combination,3460,2258,41,Canadian or French Indian,,
Beardys and Okemasis Band alone or in any combination,3461,2259,4,Canadian or French Indian,,
Beausoleil alone or in any combination,3462,2260,12,Canadian or French Indian,,
Beecher Bay alone or in any combination,3463,2261,1,Canadian or French Indian,,
Bella Coola (Nuxalk Nation) alone or in any combination,3464,2262,28,Canadian or French Indian,,
Beothuk alone or in any combination,3465,2263,30,Canadian or French Indian,,
Big Cove alone or in any combination,3466,2264,9,Canadian or French Indian,,
Big Grassy alone or in any combination,3467,2265,13,Canadian or French Indian,,
Bigstone Cree Nation alone or in any combination,3468,2266,13,Canadian or French Indian,,
Bonaparte Band alone or in any combination,3469,2267,46,Canadian or French Indian,,
Boston Bar First Nation alone or in any combination,3470,2268,35,Canadian or French Indian,,
Bridge River alone or in any combination,3471,2269,4,Canadian or French Indian,,
Brokenhead Ojibway Nation alone or in any combination,3472,2270,679,Canadian or French Indian,,
Buffalo Point Band alone or in any combination,3473,2271,26,Canadian or French Indian,,
Caldwell alone or in any combination,3474,2272,38,Canadian or French Indian,,
Campbell River Band alone or in any combination,3475,2273,6,Canadian or French Indian,,
Canadian Indian alone or in any combination,3476,2274,"7,126",Canadian or French Indian,,
Cape Mudge Band alone or in any combination,3477,2275,10,Canadian or French Indian,,
Carcross/Tagish First Nation alone or in any combination,3478,2276,10,Canadian or French Indian,,
Caribou alone or in any combination,3479,2277,32,Canadian or French Indian,,
Carrier Nation alone or in any combination,3480,2278,72,Canadian or French Indian,,
Carry the Kettle Band alone or in any combination,3481,2279,10,Canadian or French Indian,,
Cheam Band alone or in any combination,3482,2280,21,Canadian or French Indian,,
Chemainus First Nation alone or in any combination,3483,2281,39,Canadian or French Indian,,
Chilcotin Nation alone or in any combination,3484,2282,37,Canadian or French Indian,,
Chippewa of Sarnia alone or in any combination,3485,2283,142,Canadian or French Indian,,
Chippewa of the Thames alone or in any combination,3486,2284,171,Canadian or French Indian,,
Chippewa/Ojibwe Canadian alone or in any combination,3487,2285,"2,576",Canadian or French Indian,,
Clayoquot alone or in any combination,3488,2286,28,Canadian or French Indian,,
Cold Lake First Nations alone or in any combination,3489,2287,4,Canadian or French Indian,,
Coldwater Band alone or in any combination,3490,2288,16,Canadian or French Indian,,
Comox Band alone or in any combination,3491,2289,X,Canadian or French Indian,,
Coquitlam Band (Kwikwetlem First Nation) alone or in any combination,3492,2290,24,Canadian or French Indian,,
Cote First Nation alone or in any combination,3493,2291,37,Canadian or French Indian,,
Couchiching First Nation alone or in any combination,3494,2292,116,Canadian or French Indian,,
Cowessess Band alone or in any combination,3495,2293,17,Canadian or French Indian,,
Cowichan alone or in any combination,3496,2294,443,Canadian or French Indian,,
Cree Canadian alone or in any combination,3497,2295,830,Canadian or French Indian,,
Cross Lake First Nation alone or in any combination,3498,2296,53,Canadian or French Indian,,
Curve Lake Band alone or in any combination,3499,2297,19,Canadian or French Indian,,
Dene Band Nwt (NW Territory) alone or in any combination,3500,2298,10,Canadian or French Indian,,
Dene Canadian alone or in any combination,3501,2299,154,Canadian or French Indian,,
Ditidaht Band alone or in any combination,3502,2300,31,Canadian or French Indian,,
Dogrib alone or in any combination,3503,2301,32,Canadian or French Indian,,
Eagle Lake Band alone or in any combination,3504,2302,3,Canadian or French Indian,,
Eastern Cree alone or in any combination,3505,2303,15,Canadian or French Indian,,
Ebb and Flow Band alone or in any combination,3506,2304,5,Canadian or French Indian,,
English River First Nation alone or in any combination,3507,2305,"3,649",Canadian or French Indian,,
Eskasoni alone or in any combination,3508,2306,18,Canadian or French Indian,,
Esquimalt alone or in any combination,3509,2307,27,Canadian or French Indian,,
Fisher River alone or in any combination,3510,2308,45,Canadian or French Indian,,
Five Nations alone or in any combination,3511,2309,42,Canadian or French Indian,,
Fort Alexander Band alone or in any combination,3512,2310,10,Canadian or French Indian,,
French Canadian/French American Indian alone or in any combination,3513,2311,"38,034",Canadian or French Indian,,
Garden River Nation alone or in any combination,3514,2312,39,Canadian or French Indian,,
Gibson Band (Wahta Mohawk) alone or in any combination,3515,2313,4,Canadian or French Indian,,
Gitksan alone or in any combination,3516,2314,63,Canadian or French Indian,,
Grassy Narrows First Nation alone or in any combination,3517,2315,X,Canadian or French Indian,,
Gull Bay Band alone or in any combination,3518,2316,7,Canadian or French Indian,,
Gwichya Gwich'in alone or in any combination,3519,2317,186,Canadian or French Indian,,
Heiltsuk Band alone or in any combination,3520,2318,10,Canadian or French Indian,,
Hesquiaht Band alone or in any combination,3521,2319,8,Canadian or French Indian,,
Hiawatha First Nation alone or in any combination,3522,2320,66,Canadian or French Indian,,
Hope Band (Chawathil Nation) alone or in any combination,3523,2321,128,Canadian or French Indian,,
Huron alone or in any combination,3524,2322,"2,044",Canadian or French Indian,,
Huron of Lorretteville alone or in any combination,3525,2323,7,Canadian or French Indian,,
Innu (Montagnais) alone or in any combination,3526,2324,136,Canadian or French Indian,,
Interior Salish alone or in any combination,3527,2325,40,Canadian or French Indian,,
James Bay Cree alone or in any combination,3528,2326,1,Canadian or French Indian,,
James Smith Cree Nation alone or in any combination,3529,2327,1,Canadian or French Indian,,
Kahkewistahaw First Nation alone or in any combination,3530,2328,6,Canadian or French Indian,,
Kamloops Band alone or in any combination,3531,2329,13,Canadian or French Indian,,
Kanaka Bar alone or in any combination,3532,2330,6,Canadian or French Indian,,
Kaska Dena alone or in any combination,3533,2331,16,Canadian or French Indian,,
